지점,지점명,날짜,강수량(mm)
108,서울(서울경기),2020-06-24,37.6
108,서울(서울경기),2020-06-25,13.3
108,서울(서울경기),2020-06-26,2.1
108,서울(서울경기),2020-06-27,0.0
108,서울(서울경기),2020-06-29,11.9
108,서울(서울경기),2020-06-30,64.7
108,서울(서울경기),2020-07-01,0.0
108,서울(서울경기),2020-07-03,0.1
108,서울(서울경기),2020-07-04,1.6
108,서울(서울경기),2020-07-07,0.0
108,서울(서울경기),2020-07-10,2.2
108,서울(서울경기),2020-07-12,2.9
108,서울(서울경기),2020-07-13,47.6
108,서울(서울경기),2020-07-14,11.5
108,서울(서울경기),2020-07-17,0.0
108,서울(서울경기),2020-07-19,29.1
108,서울(서울경기),2020-07-20,3.6
108,서울(서울경기),2020-07-21,0.0
108,서울(서울경기),2020-07-22,11.5
108,서울(서울경기),2020-07-23,103.1
108,서울(서울경기),2020-07-24,2.9
108,서울(서울경기),2020-07-25,0.0
108,서울(서울경기),2020-07-26,0.0
108,서울(서울경기),2020-07-27,2.2
108,서울(서울경기),2020-07-28,0.4
108,서울(서울경기),2020-07-29,50.1
108,서울(서울경기),2020-07-30,0.1
112,인천(서울경기),2020-06-24,23.5
112,인천(서울경기),2020-06-25,6.9
112,인천(서울경기),2020-06-26,1.6
112,인천(서울경기),2020-06-27,0.0
112,인천(서울경기),2020-06-29,22.0
112,인천(서울경기),2020-06-30,32.5
112,인천(서울경기),2020-07-01,0.1
112,인천(서울경기),2020-07-03,0.8
112,인천(서울경기),2020-07-04,0.5
112,인천(서울경기),2020-07-07,0.0
112,인천(서울경기),2020-07-10,1.7
112,인천(서울경기),2020-07-12,2.7
112,인천(서울경기),2020-07-13,50.6
112,인천(서울경기),2020-07-14,9.2
112,인천(서울경기),2020-07-15,0.0
112,인천(서울경기),2020-07-19,22.0
112,인천(서울경기),2020-07-20,2.3
112,인천(서울경기),2020-07-22,25.0
112,인천(서울경기),2020-07-23,101.8
112,인천(서울경기),2020-07-24,7.8
112,인천(서울경기),2020-07-25,0.0
112,인천(서울경기),2020-07-27,4.9
112,인천(서울경기),2020-07-28,0.1
112,인천(서울경기),2020-07-29,13.8
112,인천(서울경기),2020-07-30,0.2
119,수원(서울경기),2020-06-24,14.1
119,수원(서울경기),2020-06-25,4.4
119,수원(서울경기),2020-06-26,2.1
119,수원(서울경기),2020-06-27,0.0
119,수원(서울경기),2020-06-29,29.5
119,수원(서울경기),2020-06-30,26.8
119,수원(서울경기),2020-07-01,0.5
119,수원(서울경기),2020-07-02,0.6
119,수원(서울경기),2020-07-03,0.5
119,수원(서울경기),2020-07-04,1.0
119,수원(서울경기),2020-07-10,0.8
119,수원(서울경기),2020-07-12,4.8
119,수원(서울경기),2020-07-13,47.2
119,수원(서울경기),2020-07-14,16.2
119,수원(서울경기),2020-07-15,0.2
119,수원(서울경기),2020-07-19,35.6
119,수원(서울경기),2020-07-20,1.8
119,수원(서울경기),2020-07-22,92.9
119,수원(서울경기),2020-07-23,90.1
119,수원(서울경기),2020-07-24,1.4
119,수원(서울경기),2020-07-26,0.0
119,수원(서울경기),2020-07-27,1.9
119,수원(서울경기),2020-07-28,1.9
119,수원(서울경기),2020-07-29,87.0
119,수원(서울경기),2020-07-30,0.2
201,강화(서울경기),2020-06-24,78.8
201,강화(서울경기),2020-06-25,6.5
201,강화(서울경기),2020-06-26,1.3
201,강화(서울경기),2020-06-27,0.0
201,강화(서울경기),2020-06-29,12.3
201,강화(서울경기),2020-06-30,39.0
201,강화(서울경기),2020-07-01,0.5
201,강화(서울경기),2020-07-03,0.3
201,강화(서울경기),2020-07-04,0.8
201,강화(서울경기),2020-07-10,32.7
201,강화(서울경기),2020-07-12,2.6
201,강화(서울경기),2020-07-13,47.4
201,강화(서울경기),2020-07-14,7.4
201,강화(서울경기),2020-07-15,0.0
201,강화(서울경기),2020-07-19,14.1
201,강화(서울경기),2020-07-20,7.9
201,강화(서울경기),2020-07-22,5.8
201,강화(서울경기),2020-07-23,106.1
201,강화(서울경기),2020-07-24,6.5
201,강화(서울경기),2020-07-25,0.0
201,강화(서울경기),2020-07-27,2.5
201,강화(서울경기),2020-07-29,25.9
98,동두천(서울경기),2020-06-24,48.4
98,동두천(서울경기),2020-06-25,10.6
98,동두천(서울경기),2020-06-26,1.6
98,동두천(서울경기),2020-06-29,4.7
98,동두천(서울경기),2020-06-30,57.1
98,동두천(서울경기),2020-07-01,0.5
98,동두천(서울경기),2020-07-03,0.0
98,동두천(서울경기),2020-07-04,0.2
98,동두천(서울경기),2020-07-10,40.0
98,동두천(서울경기),2020-07-11,0.1
98,동두천(서울경기),2020-07-12,0.8
98,동두천(서울경기),2020-07-13,15.5
98,동두천(서울경기),2020-07-14,10.0
98,동두천(서울경기),2020-07-18,8.0
98,동두천(서울경기),2020-07-19,20.4
98,동두천(서울경기),2020-07-20,2.7
98,동두천(서울경기),2020-07-21,0.2
98,동두천(서울경기),2020-07-22,1.8
98,동두천(서울경기),2020-07-23,95.2
98,동두천(서울경기),2020-07-24,7.8
98,동두천(서울경기),2020-07-26,1.1
98,동두천(서울경기),2020-07-27,2.5
98,동두천(서울경기),2020-07-28,0.0
98,동두천(서울경기),2020-07-29,36.2
98,동두천(서울경기),2020-07-30,0.3
102,백령도(서울경기),2020-06-24,79.1
102,백령도(서울경기),2020-06-25,2.2
102,백령도(서울경기),2020-06-27,0.5
102,백령도(서울경기),2020-06-29,17.9
102,백령도(서울경기),2020-06-30,8.1
102,백령도(서울경기),2020-07-01,0.8
102,백령도(서울경기),2020-07-02,0.0
102,백령도(서울경기),2020-07-03,0.1
102,백령도(서울경기),2020-07-04,0.0
102,백령도(서울경기),2020-07-06,0.0
102,백령도(서울경기),2020-07-12,5.3
102,백령도(서울경기),2020-07-13,8.1
102,백령도(서울경기),2020-07-14,0.0
102,백령도(서울경기),2020-07-19,78.2
102,백령도(서울경기),2020-07-20,6.4
102,백령도(서울경기),2020-07-23,71.1
102,백령도(서울경기),2020-07-24,20.7
102,백령도(서울경기),2020-07-25,0.0
102,백령도(서울경기),2020-07-27,0.1
102,백령도(서울경기),2020-07-29,0.3
102,백령도(서울경기),2020-07-30,0.0
202,양평(서울경기),2020-06-24,29.0
202,양평(서울경기),2020-06-25,5.4
202,양평(서울경기),2020-06-26,0.8
202,양평(서울경기),2020-06-27,0.0
202,양평(서울경기),2020-06-29,8.4
202,양평(서울경기),2020-06-30,39.7
202,양평(서울경기),2020-07-01,0.0
202,양평(서울경기),2020-07-03,0.0
202,양평(서울경기),2020-07-04,0.5
202,양평(서울경기),2020-07-10,0.1
202,양평(서울경기),2020-07-12,4.1
202,양평(서울경기),2020-07-13,32.2
202,양평(서울경기),2020-07-14,9.7
202,양평(서울경기),2020-07-15,1.7
202,양평(서울경기),2020-07-17,2.2
202,양평(서울경기),2020-07-19,13.2
202,양평(서울경기),2020-07-20,1.6
202,양평(서울경기),2020-07-21,0.1
202,양평(서울경기),2020-07-22,9.0
202,양평(서울경기),2020-07-23,73.7
202,양평(서울경기),2020-07-24,0.5
202,양평(서울경기),2020-07-26,0.0
202,양평(서울경기),2020-07-27,1.1
202,양평(서울경기),2020-07-28,1.7
202,양평(서울경기),2020-07-29,25.5
202,양평(서울경기),2020-07-30,1.7
203,이천(서울경기),2020-06-24,16.0
203,이천(서울경기),2020-06-25,5.9
203,이천(서울경기),2020-06-26,1.4
203,이천(서울경기),2020-06-27,0.0
203,이천(서울경기),2020-06-29,21.6
203,이천(서울경기),2020-06-30,32.2
203,이천(서울경기),2020-07-01,1.8
203,이천(서울경기),2020-07-03,0.5
203,이천(서울경기),2020-07-04,0.7
203,이천(서울경기),2020-07-07,0.0
203,이천(서울경기),2020-07-10,0.3
203,이천(서울경기),2020-07-12,5.1
203,이천(서울경기),2020-07-13,61.0
203,이천(서울경기),2020-07-14,18.4
203,이천(서울경기),2020-07-15,0.3
203,이천(서울경기),2020-07-17,3.9
203,이천(서울경기),2020-07-19,8.8
203,이천(서울경기),2020-07-20,2.1
203,이천(서울경기),2020-07-22,76.1
203,이천(서울경기),2020-07-23,86.3
203,이천(서울경기),2020-07-24,5.4
203,이천(서울경기),2020-07-25,0.1
203,이천(서울경기),2020-07-27,0.2
203,이천(서울경기),2020-07-28,3.3
203,이천(서울경기),2020-07-29,76.4
203,이천(서울경기),2020-07-30,63.3
99,파주(서울경기),2020-06-24,71.2
99,파주(서울경기),2020-06-25,10.8
99,파주(서울경기),2020-06-26,1.9
99,파주(서울경기),2020-06-29,6.0
99,파주(서울경기),2020-06-30,33.7
99,파주(서울경기),2020-07-01,0.2
99,파주(서울경기),2020-07-03,0.1
99,파주(서울경기),2020-07-04,0.8
99,파주(서울경기),2020-07-10,35.3
99,파주(서울경기),2020-07-12,1.6
99,파주(서울경기),2020-07-13,23.6
99,파주(서울경기),2020-07-14,12.4
99,파주(서울경기),2020-07-16,0.1
99,파주(서울경기),2020-07-18,0.0
99,파주(서울경기),2020-07-19,17.4
99,파주(서울경기),2020-07-20,6.3
99,파주(서울경기),2020-07-22,0.0
99,파주(서울경기),2020-07-23,94.7
99,파주(서울경기),2020-07-24,5.4
99,파주(서울경기),2020-07-25,0.0
99,파주(서울경기),2020-07-26,0.0
99,파주(서울경기),2020-07-27,6.3
99,파주(서울경기),2020-07-29,25.9
99,파주(서울경기),2020-07-30,0.0
105,강릉(강원영동),2020-06-24,13.8
105,강릉(강원영동),2020-06-27,0.1
105,강릉(강원영동),2020-06-29,2.2
105,강릉(강원영동),2020-06-30,250.0
105,강릉(강원영동),2020-07-01,6.7
105,강릉(강원영동),2020-07-04,0.5
105,강릉(강원영동),2020-07-08,0.4
105,강릉(강원영동),2020-07-10,22.5
105,강릉(강원영동),2020-07-11,8.2
105,강릉(강원영동),2020-07-12,0.7
105,강릉(강원영동),2020-07-13,49.0
105,강릉(강원영동),2020-07-14,42.2
105,강릉(강원영동),2020-07-15,0.0
105,강릉(강원영동),2020-07-19,0.0
105,강릉(강원영동),2020-07-20,0.0
105,강릉(강원영동),2020-07-23,30.1
105,강릉(강원영동),2020-07-24,121.8
105,강릉(강원영동),2020-07-25,54.5
105,강릉(강원영동),2020-07-26,4.8
105,강릉(강원영동),2020-07-27,1.5
105,강릉(강원영동),2020-07-28,3.9
105,강릉(강원영동),2020-07-29,19.4
105,강릉(강원영동),2020-07-30,9.7
104,북강릉(강원영동),2020-06-24,20.0
104,북강릉(강원영동),2020-06-25,0.0
104,북강릉(강원영동),2020-06-27,0.1
104,북강릉(강원영동),2020-06-29,2.6
104,북강릉(강원영동),2020-06-30,217.0
104,북강릉(강원영동),2020-07-01,6.4
104,북강릉(강원영동),2020-07-04,0.7
104,북강릉(강원영동),2020-07-08,0.4
104,북강릉(강원영동),2020-07-10,33.8
104,북강릉(강원영동),2020-07-11,10.3
104,북강릉(강원영동),2020-07-12,0.5
104,북강릉(강원영동),2020-07-13,44.3
104,북강릉(강원영동),2020-07-14,43.8
104,북강릉(강원영동),2020-07-15,0.1
104,북강릉(강원영동),2020-07-19,0.0
104,북강릉(강원영동),2020-07-20,0.2
104,북강릉(강원영동),2020-07-23,32.8
104,북강릉(강원영동),2020-07-24,128.2
104,북강릉(강원영동),2020-07-25,98.3
104,북강릉(강원영동),2020-07-26,7.4
104,북강릉(강원영동),2020-07-27,1.8
104,북강릉(강원영동),2020-07-28,2.5
104,북강릉(강원영동),2020-07-29,19.7
104,북강릉(강원영동),2020-07-30,4.5
100,대관령(강원영동),2020-06-24,9.6
100,대관령(강원영동),2020-06-25,1.1
100,대관령(강원영동),2020-06-26,0.0
100,대관령(강원영동),2020-06-27,2.5
100,대관령(강원영동),2020-06-28,0.0
100,대관령(강원영동),2020-06-29,6.4
100,대관령(강원영동),2020-06-30,130.7
100,대관령(강원영동),2020-07-01,8.6
100,대관령(강원영동),2020-07-03,0.0
100,대관령(강원영동),2020-07-04,0.3
100,대관령(강원영동),2020-07-09,0.0
100,대관령(강원영동),2020-07-10,4.5
100,대관령(강원영동),2020-07-11,0.3
100,대관령(강원영동),2020-07-12,1.7
100,대관령(강원영동),2020-07-13,60.2
100,대관령(강원영동),2020-07-14,30.1
100,대관령(강원영동),2020-07-15,0.1
100,대관령(강원영동),2020-07-19,0.0
100,대관령(강원영동),2020-07-20,5.6
100,대관령(강원영동),2020-07-23,52.8
100,대관령(강원영동),2020-07-24,136.8
100,대관령(강원영동),2020-07-25,48.4
100,대관령(강원영동),2020-07-26,1.1
100,대관령(강원영동),2020-07-27,0.1
100,대관령(강원영동),2020-07-28,3.2
100,대관령(강원영동),2020-07-29,21.0
100,대관령(강원영동),2020-07-30,7.5
106,동해(강원영동),2020-06-24,1.0
106,동해(강원영동),2020-06-25,0.0
106,동해(강원영동),2020-06-27,2.9
106,동해(강원영동),2020-06-29,11.2
106,동해(강원영동),2020-06-30,100.5
106,동해(강원영동),2020-07-01,2.1
106,동해(강원영동),2020-07-03,0.1
106,동해(강원영동),2020-07-04,0.8
106,동해(강원영동),2020-07-10,28.7
106,동해(강원영동),2020-07-11,2.4
106,동해(강원영동),2020-07-12,2.7
106,동해(강원영동),2020-07-13,57.9
106,동해(강원영동),2020-07-14,30.4
106,동해(강원영동),2020-07-15,0.4
106,동해(강원영동),2020-07-20,0.3
106,동해(강원영동),2020-07-23,34.1
106,동해(강원영동),2020-07-24,99.9
106,동해(강원영동),2020-07-25,31.5
106,동해(강원영동),2020-07-26,1.3
106,동해(강원영동),2020-07-27,1.7
106,동해(강원영동),2020-07-28,8.0
106,동해(강원영동),2020-07-29,33.4
106,동해(강원영동),2020-07-30,10.4
90,속초(강원영동),2020-06-24,51.1
90,속초(강원영동),2020-06-25,0.3
90,속초(강원영동),2020-06-27,1.0
90,속초(강원영동),2020-06-29,0.6
90,속초(강원영동),2020-06-30,214.6
90,속초(강원영동),2020-07-01,7.7
90,속초(강원영동),2020-07-09,0.0
90,속초(강원영동),2020-07-10,84.4
90,속초(강원영동),2020-07-11,36.3
90,속초(강원영동),2020-07-13,29.0
90,속초(강원영동),2020-07-14,24.9
90,속초(강원영동),2020-07-15,0.0
90,속초(강원영동),2020-07-19,2.7
90,속초(강원영동),2020-07-20,0.0
90,속초(강원영동),2020-07-23,22.2
90,속초(강원영동),2020-07-24,115.5
90,속초(강원영동),2020-07-25,34.0
90,속초(강원영동),2020-07-26,13.2
90,속초(강원영동),2020-07-27,1.9
90,속초(강원영동),2020-07-28,0.0
90,속초(강원영동),2020-07-29,2.9
90,속초(강원영동),2020-07-30,0.0
216,태백(강원영동),2020-06-24,0.2
216,태백(강원영동),2020-06-25,0.5
216,태백(강원영동),2020-06-26,0.0
216,태백(강원영동),2020-06-27,0.0
216,태백(강원영동),2020-06-28,2.1
216,태백(강원영동),2020-06-29,15.3
216,태백(강원영동),2020-06-30,49.7
216,태백(강원영동),2020-07-01,0.0
216,태백(강원영동),2020-07-03,0.0
216,태백(강원영동),2020-07-04,1.2
216,태백(강원영동),2020-07-06,1.1
216,태백(강원영동),2020-07-10,11.0
216,태백(강원영동),2020-07-11,1.6
216,태백(강원영동),2020-07-12,6.5
216,태백(강원영동),2020-07-13,79.9
216,태백(강원영동),2020-07-14,19.3
216,태백(강원영동),2020-07-15,0.0
216,태백(강원영동),2020-07-20,3.3
216,태백(강원영동),2020-07-22,0.0
216,태백(강원영동),2020-07-23,49.6
216,태백(강원영동),2020-07-24,51.5
216,태백(강원영동),2020-07-25,33.3
216,태백(강원영동),2020-07-26,9.0
216,태백(강원영동),2020-07-27,2.6
216,태백(강원영동),2020-07-28,18.0
216,태백(강원영동),2020-07-29,32.3
216,태백(강원영동),2020-07-30,9.1
101,춘천(강원영서),2020-06-24,46.3
101,춘천(강원영서),2020-06-25,6.5
101,춘천(강원영서),2020-06-26,0.1
101,춘천(강원영서),2020-06-27,0.0
101,춘천(강원영서),2020-06-29,1.0
101,춘천(강원영서),2020-06-30,18.0
101,춘천(강원영서),2020-07-01,1.1
101,춘천(강원영서),2020-07-10,0.8
101,춘천(강원영서),2020-07-12,0.1
101,춘천(강원영서),2020-07-13,17.5
101,춘천(강원영서),2020-07-14,30.8
101,춘천(강원영서),2020-07-15,0.0
101,춘천(강원영서),2020-07-19,11.2
101,춘천(강원영서),2020-07-20,1.0
101,춘천(강원영서),2020-07-23,63.0
101,춘천(강원영서),2020-07-24,12.2
101,춘천(강원영서),2020-07-25,1.1
101,춘천(강원영서),2020-07-26,0.1
101,춘천(강원영서),2020-07-27,8.6
101,춘천(강원영서),2020-07-28,0.7
101,춘천(강원영서),2020-07-29,15.0
121,영월(강원영서),2020-06-24,3.4
121,영월(강원영서),2020-06-25,2.5
121,영월(강원영서),2020-06-26,0.0
121,영월(강원영서),2020-06-27,0.2
121,영월(강원영서),2020-06-29,12.1
121,영월(강원영서),2020-06-30,17.8
121,영월(강원영서),2020-07-01,1.5
121,영월(강원영서),2020-07-03,0.5
121,영월(강원영서),2020-07-04,0.7
121,영월(강원영서),2020-07-08,0.0
121,영월(강원영서),2020-07-10,1.8
121,영월(강원영서),2020-07-12,4.2
121,영월(강원영서),2020-07-13,54.4
121,영월(강원영서),2020-07-14,5.0
121,영월(강원영서),2020-07-15,0.6
121,영월(강원영서),2020-07-19,0.1
121,영월(강원영서),2020-07-20,15.8
121,영월(강원영서),2020-07-22,8.7
121,영월(강원영서),2020-07-23,33.4
121,영월(강원영서),2020-07-24,12.3
121,영월(강원영서),2020-07-25,8.1
121,영월(강원영서),2020-07-26,0.1
121,영월(강원영서),2020-07-27,3.3
121,영월(강원영서),2020-07-28,5.4
121,영월(강원영서),2020-07-29,74.7
121,영월(강원영서),2020-07-30,17.8
114,원주(강원영서),2020-06-24,4.4
114,원주(강원영서),2020-06-25,1.3
114,원주(강원영서),2020-06-26,1.3
114,원주(강원영서),2020-06-27,0.0
114,원주(강원영서),2020-06-29,7.9
114,원주(강원영서),2020-06-30,17.8
114,원주(강원영서),2020-07-01,1.6
114,원주(강원영서),2020-07-03,0.0
114,원주(강원영서),2020-07-04,0.8
114,원주(강원영서),2020-07-07,0.1
114,원주(강원영서),2020-07-10,0.2
114,원주(강원영서),2020-07-12,4.4
114,원주(강원영서),2020-07-13,47.8
114,원주(강원영서),2020-07-14,13.3
114,원주(강원영서),2020-07-15,2.3
114,원주(강원영서),2020-07-16,7.4
114,원주(강원영서),2020-07-17,0.1
114,원주(강원영서),2020-07-19,1.3
114,원주(강원영서),2020-07-20,7.7
114,원주(강원영서),2020-07-22,8.4
114,원주(강원영서),2020-07-23,38.1
114,원주(강원영서),2020-07-24,3.5
114,원주(강원영서),2020-07-25,0.3
114,원주(강원영서),2020-07-26,0.0
114,원주(강원영서),2020-07-27,0.0
114,원주(강원영서),2020-07-28,3.0
114,원주(강원영서),2020-07-29,50.4
114,원주(강원영서),2020-07-30,12.9
211,인제(강원영서),2020-06-24,37.2
211,인제(강원영서),2020-06-25,4.5
211,인제(강원영서),2020-06-26,0.9
211,인제(강원영서),2020-06-27,1.7
211,인제(강원영서),2020-06-28,1.9
211,인제(강원영서),2020-06-29,0.6
211,인제(강원영서),2020-06-30,11.2
211,인제(강원영서),2020-07-01,2.2
211,인제(강원영서),2020-07-02,5.3
211,인제(강원영서),2020-07-07,0.0
211,인제(강원영서),2020-07-10,2.2
211,인제(강원영서),2020-07-13,9.9
211,인제(강원영서),2020-07-14,24.0
211,인제(강원영서),2020-07-15,0.1
211,인제(강원영서),2020-07-16,0.0
211,인제(강원영서),2020-07-19,5.1
211,인제(강원영서),2020-07-20,2.4
211,인제(강원영서),2020-07-23,31.7
211,인제(강원영서),2020-07-24,13.0
211,인제(강원영서),2020-07-25,0.9
211,인제(강원영서),2020-07-26,11.2
211,인제(강원영서),2020-07-27,3.4
211,인제(강원영서),2020-07-28,0.3
211,인제(강원영서),2020-07-29,12.1
217,정선군(강원영서),2020-06-24,9.0
217,정선군(강원영서),2020-06-25,3.0
217,정선군(강원영서),2020-06-26,0.5
217,정선군(강원영서),2020-06-27,0.1
217,정선군(강원영서),2020-06-28,0.2
217,정선군(강원영서),2020-06-29,8.0
217,정선군(강원영서),2020-06-30,26.0
217,정선군(강원영서),2020-07-01,1.0
217,정선군(강원영서),2020-07-03,0.5
217,정선군(강원영서),2020-07-04,1.0
217,정선군(강원영서),2020-07-09,0.0
217,정선군(강원영서),2020-07-10,3.0
217,정선군(강원영서),2020-07-12,5.5
217,정선군(강원영서),2020-07-13,48.0
217,정선군(강원영서),2020-07-14,13.5
217,정선군(강원영서),2020-07-15,0.1
217,정선군(강원영서),2020-07-20,15.0
217,정선군(강원영서),2020-07-22,0.5
217,정선군(강원영서),2020-07-23,35.0
217,정선군(강원영서),2020-07-24,14.5
217,정선군(강원영서),2020-07-25,6.5
217,정선군(강원영서),2020-07-26,4.0
217,정선군(강원영서),2020-07-27,2.0
217,정선군(강원영서),2020-07-28,9.0
217,정선군(강원영서),2020-07-29,51.5
217,정선군(강원영서),2020-07-30,15.0
95,철원(강원영서),2020-06-24,46.3
95,철원(강원영서),2020-06-25,9.0
95,철원(강원영서),2020-06-26,3.3
95,철원(강원영서),2020-06-27,15.8
95,철원(강원영서),2020-06-29,1.3
95,철원(강원영서),2020-06-30,13.0
95,철원(강원영서),2020-07-01,1.3
95,철원(강원영서),2020-07-02,0.0
95,철원(강원영서),2020-07-03,0.0
95,철원(강원영서),2020-07-06,0.0
95,철원(강원영서),2020-07-07,0.0
95,철원(강원영서),2020-07-10,40.7
95,철원(강원영서),2020-07-12,0.0
95,철원(강원영서),2020-07-13,19.0
95,철원(강원영서),2020-07-14,12.4
95,철원(강원영서),2020-07-15,0.0
95,철원(강원영서),2020-07-16,0.0
95,철원(강원영서),2020-07-17,0.0
95,철원(강원영서),2020-07-18,19.9
95,철원(강원영서),2020-07-19,14.7
95,철원(강원영서),2020-07-20,2.1
95,철원(강원영서),2020-07-21,0.0
95,철원(강원영서),2020-07-22,0.6
95,철원(강원영서),2020-07-23,48.5
95,철원(강원영서),2020-07-24,6.8
95,철원(강원영서),2020-07-25,0.0
95,철원(강원영서),2020-07-26,0.0
95,철원(강원영서),2020-07-27,5.1
95,철원(강원영서),2020-07-28,0.0
95,철원(강원영서),2020-07-29,13.1
95,철원(강원영서),2020-07-30,0.0
212,홍천(강원영서),2020-06-24,36.4
212,홍천(강원영서),2020-06-25,3.8
212,홍천(강원영서),2020-06-26,0.2
212,홍천(강원영서),2020-06-29,2.6
212,홍천(강원영서),2020-06-30,35.4
212,홍천(강원영서),2020-07-01,2.3
212,홍천(강원영서),2020-07-04,0.3
212,홍천(강원영서),2020-07-10,2.0
212,홍천(강원영서),2020-07-11,0.0
212,홍천(강원영서),2020-07-12,1.8
212,홍천(강원영서),2020-07-13,27.7
212,홍천(강원영서),2020-07-14,13.2
212,홍천(강원영서),2020-07-16,22.3
212,홍천(강원영서),2020-07-17,11.4
212,홍천(강원영서),2020-07-19,5.3
212,홍천(강원영서),2020-07-20,3.9
212,홍천(강원영서),2020-07-22,0.0
212,홍천(강원영서),2020-07-23,61.6
212,홍천(강원영서),2020-07-24,7.8
212,홍천(강원영서),2020-07-25,1.4
212,홍천(강원영서),2020-07-26,6.8
212,홍천(강원영서),2020-07-27,2.8
212,홍천(강원영서),2020-07-28,3.2
212,홍천(강원영서),2020-07-29,37.2
212,홍천(강원영서),2020-07-30,2.9
226,보은(충북),2020-06-24,3.5
226,보은(충북),2020-06-25,2.2
226,보은(충북),2020-06-26,0.4
226,보은(충북),2020-06-27,0.0
226,보은(충북),2020-06-29,40.1
226,보은(충북),2020-06-30,24.2
226,보은(충북),2020-07-01,0.9
226,보은(충북),2020-07-03,2.1
226,보은(충북),2020-07-04,0.2
226,보은(충북),2020-07-06,1.5
226,보은(충북),2020-07-07,0.0
226,보은(충북),2020-07-10,6.4
226,보은(충북),2020-07-12,23.6
226,보은(충북),2020-07-13,99.6
226,보은(충북),2020-07-14,1.8
226,보은(충북),2020-07-15,1.6
226,보은(충북),2020-07-19,3.0
